RETAILER,BRAND,Product,Product_category,OFFER
caseys general store,caseys general store,beer,alcohol,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,budweiser,beer,alcohol,
,goya,packaged vegetables,pantry,GOYA® Coconut Water
,goya,packaged vegetables,pantry,"GOYA® Adobo Seasoning, 8 ounce+"
,topo chico hard seltzer,"hard seltzers, sodas, waters, lemonades & teas",alcohol,"Molson Coors®, select varieties, 12 Pack+, buy 2"
,parfumsbelcam,body fragrances,beauty,
,post,"cereal, granola, & toaster pastries",pantry,
,rockstar,carbonated soft drinks,beverages,
,busch light,spirits,alcohol,
,cruz alta,wine,alcohol,
,garnier,hair care,health & wellness,
,dautrefois,wine,alcohol,
,hubba bubba,gum,candy,
,doublemint,gum,candy,
,big red,gum,candy,
,allagash,beer,alcohol,
,kleenex,household supplies,household supplies,
,propel,water,beverages,
,cupcake vineyards,wine,alcohol,
,earth to skin,bath & body,health & wellness,
,neutrogena,skin care,health & wellness,
,the ohso co.,household supplies,household supplies,
,fage,yogurt,dairy,
,rose all day,wine,alcohol,
,califia farms,coffee,beverages,
,kroger,fruit juices,beverages,
,blue buffalo,dog supplies,animals & pet supplies,
,hunt's,condiments,pantry,
,vita coco,fruit juices,beverages,
,noosa,yogurt,dairy,
,fritos,dips & salsa,snacks,
,ready pac bistro,nut butters & jam,pantry,
,forever mine,deodorant & antiperspirant,health & wellness,
,cottonelle,household supplies,household supplies,
,bimbo,snack cakes,snacks,"Bimbo® sweet baked goods, buy 2"
,coca cola,carbonated soft drinks,beverages,
,diet coke,carbonated soft drinks,beverages,
,new amsterdam,spirits,alcohol,
,axion,bath & body,health & wellness,
,pampers,diapering,baby & toddler,
,ropiteau,wine,alcohol,
,kool-aid,water,beverages,
,act ii,puffed snacks,snacks,
,jarritos,carbonated soft drinks,beverages,
caseys general store,caseys general store,tea,beverages,Order from Casey's app or Caseys.com
caseys general store,caseys general store,tea,beverages,Spend $25 at Casey's
caseys general store,caseys general store,tea,beverages,Spend $5 in-store at Casey's
caseys general store,caseys general store,tea,beverages,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,tea,beverages,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,tea,beverages,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,tea,beverages,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,tea,beverages,Whole Pizza at Casey's
caseys general store,caseys general store,tea,beverages,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,tea,beverages,Whole Pizza Pie at Casey's
caseys general store,caseys general store,tea,beverages,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,tea,beverages,Spend $10 in-store at Casey's
caseys general store,caseys general store,tea,beverages,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,tea,beverages,Whole pizza at Casey's
caseys general store,caseys general store,tea,beverages,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,tea,beverages,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,tea,beverages,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,tea,beverages,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,tea,beverages,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,tea,beverages,Whole Pizza at Casey's 
caseys general store,caseys general store,tea,beverages,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,tea,beverages,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,tea,beverages,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,tea,beverages,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,tea,beverages,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,tea,beverages,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,1800,spirits,alcohol,
,schiavone,wine,alcohol,
,clorox,household cleaning supplies,household supplies,
,claritin,medicines & treatments,health & wellness,
,cascade,bath & body,health & wellness,
,popov,spirits,alcohol,
,ballast point,beer,alcohol,
,crystal light,drink mixes,beverages,
,nescafe,coffee,beverages,
,stonefire,bread,pantry,
,bob evans,packaged meals & sides,pantry,
,body cology,body fragrances,beauty,
,a3,wine,alcohol,
,beechnut,crackers,snacks,"Beech-Nut snacks, select varieties"
,beechnut,crackers,snacks,"Beech-Nut pouches, buy 8"
,dove chocolate,candy,snacks,"DOVE® Chocolate, select sizes, buy 1"
,dove chocolate,candy,snacks,"DOVE® chocolate, select varieties"
,no brand listed,drink mixes,beverages,
,chobani flip,yogurt,dairy,
,dg body,bath & body,health & wellness,
,belvita,cookies,snacks,
,lucky charms,"cereal, granola, & toaster pastries",pantry,
,bugles,chips,snacks,"General Mills™ snacks, select brands, spend $10"
,karbach,malt beverages,alcohol,
,febreze,hair care,health & wellness,
,listerine,bath & body,health & wellness,
,nature valley,crackers,snacks,Nature Valley™ Protein Granola
,military special,spirits,alcohol,
,dove men+care,deodorant & antiperspirant,health & wellness,
,kroger,carbonated soft drinks,beverages,
,naturesweet,packaged vegetables,pantry,
,broken knight,drink mixes,beverages,
,suave,deodorant & antiperspirant,health & wellness,
,kellogg's,"cereal, granola, & toaster pastries",pantry,
,pepperidge farm,cooking & baking,pantry,
,sugar maple,wine,alcohol,
,maybelline,makeup,beauty,
,black velvet,spirits,alcohol,
,leinenkugels,beer,alcohol,
,dannon,yogurt,dairy,
,digiorno pizza,frozen pizza & pizza snacks,frozen,
,bud light,spirits,alcohol,
,cocoa puffs,"cereal, granola, & toaster pastries",pantry,
,betty crocker,cookies,snacks,
,truly spiked & sparkling,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,starbucks coffee,coffee,beverages,
,tampax,feminine hygeine,health & wellness,
,puffs,household supplies,household supplies,
,lost coast,beer,alcohol,
,kinky aloha,malt beverages,alcohol,
,2 towns ciderhouse,fruit juices,beverages,
,nestle,carbonated soft drinks,beverages,
,modelo especial,spirits,alcohol,
,goya,rice & grains,pantry,GOYA® Coconut Water
,goya,rice & grains,pantry,"GOYA® Adobo Seasoning, 8 ounce+"
,blue bunny,frozen meals,frozen,
,outshine,frozen fruits,frozen,
,power crunch,nuts & seeds,snacks,
,honey comb,"cereal, granola, & toaster pastries",pantry,
,coca-cola cherry,carbonated soft drinks,beverages,
,pearl milling company,"cereal, granola, & toaster pastries",pantry,
,campbell's,soup & broth,pantry,
,pillsbury other,cooking & baking,pantry,
,ariana grande,deodorant & antiperspirant,health & wellness,
,strongbow,fruit juices,beverages,
,frio light,beer,alcohol,
,munchies,snack mixes,snacks,
,oikos,yogurt,dairy,
,weclean,bath & body,health & wellness,
,mikes hard,malt beverages,alcohol,
,studio 35,bath & body,health & wellness,
,blue moon,beer,alcohol,
,wachusett,beer,alcohol,
,neon burst,malt beverages,alcohol,
,private label,household supplies,household supplies,
,catch fire,spirits,alcohol,
,skrewball,spirits,alcohol,
,crimson ranch,wine,alcohol,
,rubbermaid,household supplies,household supplies,
,zing zang,drink mixes,beverages,
,cap'n crunch,"cereal, granola, & toaster pastries",pantry,
,big k,carbonated soft drinks,beverages,
,success,cooking & baking,pantry,
,sabra,dips & salsa,snacks,
,fruit gushers,fruit & vegetable snacks,snacks,
,bubbl'r,carbonated soft drinks,beverages,
,stone,beer,alcohol,
,margaritaville,spirits,alcohol,
,innovative designs,household supplies,household supplies,
,welchs juicefuls,fruit & vegetable snacks,snacks,
sams club,ball park frank,packaged meat,pantry,"Tyson Products, select varieties, spend $20 at Sam's Club"
,marinela,cookies,snacks,"Marinela® sweet baked goods, buy 2"
,mikes hard variety pack,malt beverages,alcohol,
,organicgirl,cooking & baking,pantry,
,clubtails,malt beverages,alcohol,
,jack daniels,spirits,alcohol,
,gain,laundry supplies,household supplies,
,chef boyardee,soup & broth,pantry,
,angry orchard,fruit juices,beverages,
,heineken 00,beer,alcohol,
,dixie,spirits,alcohol,
,olema,wine,alcohol,
,marinela,snack cakes,snacks,"Marinela® sweet baked goods, buy 2"
,whip shots,drink mixes,beverages,
,dunkin' donuts,coffee,beverages,
,penns best na,beer,alcohol,
,rice krispies,crackers,snacks,
,squirt,carbonated soft drinks,beverages,
,sierra nevada,beer,alcohol,
,knudsen,eggs,dairy,
,body armor superdrink,sports drinks,sports drinks & enhanced waters,
,kool-aid jammers,fruit juices,beverages,
,milos,tea,beverages,
,king maui,wine,alcohol,
,studio selection,body fragrances,beauty,
,jagermeister,spirits,alcohol,
,martin house brewing company,beer,alcohol,
,arnold palmer spiked,malt beverages,alcohol,
,lakefront brewery inc,beer,alcohol,
,perdue,prepared meals,deli & bakery,
,kerasal,bath & body,health & wellness,
,simply value,household supplies,household supplies,
,classico,alfredo & white pasta sauce,pasta sauce,
,suave,hair care,health & wellness,
,chobani,coffee,beverages,
,el monterey,frozen meals,frozen,
,sensodyne,medicines & treatments,health & wellness,
,bobs red mill,cooking & baking,pantry,
,vennstone,wine,alcohol,
,modern expressions,bath & body,health & wellness,
,stacys,chips,snacks,
,popsicle,frozen desserts,frozen,
,tropic isle palms,spirits,alcohol,
,temptations,medicines & treatments,health & wellness,
,maltin polar,malt beverages,alcohol,
,alexia,frozen chicken,frozen meat,
,daxton,hair removal,health & wellness,
,groovi beauty,bath & body,health & wellness,
,shottys,spirits,alcohol,
,meow mix,drink mixes,beverages,
,heath,candy,snacks,
,switchback,beer,alcohol,
,jif,cooking & baking,pantry,
,gardettos,candy,snacks,
,crush soda,carbonated soft drinks,beverages,
,betty crocker,packaged meals & sides,pantry,
,wine cube,wine,alcohol,
,athenos,eggs,dairy,
,wicked weed brewing,beer,alcohol,
,goldschlager,spirits,alcohol,
,grey poupon,condiments,pantry,
dillons grocery,starry,carbonated soft drinks,beverages,"Starry™ Lemon Lime Soda multipacks, at Kroger"
amazon,starry,carbonated soft drinks,beverages,"Starry™ Lemon Lime Soda, 7.5-ounce 10 pack, at Amazon Storefront*"
,tresemme,hair care,health & wellness,
,7 eleven,frozen fruits,frozen,
mcalisters deli,mcalisters deli,bakery,deli & bakery,"Sign up for McAlister's Deli Rewards, tap for details"
,hunt's,cooking & baking,pantry,
,berkley jensen,bath & body,health & wellness,
,bulleit,spirits,alcohol,
,sour punch,candy,snacks,
,funyuns,nuts & seeds,snacks,
,gts,tea,beverages,
,goobers,candy,snacks,
,whiskey run creek,wine,alcohol,
,kelloggs,frozen breakfast,frozen,
,chips ahoy,chips,snacks,
,smart ones,frozen meals,frozen,
,emerald,nuts & seeds,snacks,
,clif,nuts & seeds,snacks,
,chobani nonfat greek,yogurt,dairy,
,smirnoff ice smash,malt beverages,alcohol,
,keystone light,beer,alcohol,
,beak and skiff,fruit juices,beverages,
,gevalia,coffee,beverages,
,master,bakery,deli & bakery,
,white wave land o lakes,cream,dairy,
,personal care,hair removal,health & wellness,
,a & w,carbonated soft drinks,beverages,
,walmart,bath & body,health & wellness,
,olay,bath & body,health & wellness,
,sabra,cooking & baking,pantry,
,mounds,candy,snacks,
,chester's,candy,snacks,
,fruit by the foot,fruit & vegetable snacks,snacks,
,jp chenet,wine,alcohol,
,blue moon,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,99 strawberries,spirits,alcohol,
,ciroc,spirits,alcohol,
,meat church,packaged meat,pantry,
,v8 splash,carbonated soft drinks,beverages,
,sauza agua fuerte,spirits,alcohol,
,pillsbury toaster strudel,frozen breakfast,frozen,
,sharpie,household supplies,household supplies,
,knob creek,spirits,alcohol,
,luc pirlet,wine,alcohol,
,hofbrau munchen,beer,alcohol,
,santitas,candy,snacks,
,harvester,wine,alcohol,
,mcfarlanes reserve,spirits,alcohol,
,vpx,carbonated soft drinks,beverages,
walmart,aleve,medicines & treatments,health & wellness,AleveX™ at Walmart
walmart,aleve,medicines & treatments,health & wellness,"Aleve® products, select varieties, 80 count+ at Walmart"
walmart,aleve,medicines & treatments,health & wellness,"Aleve® products AND AleveX™, select varieties, at Walmart"
,eggland's best,"cereal, granola, & toaster pastries",pantry,
,kroger,"cereal, granola, & toaster pastries",pantry,
,kiaora,wine,alcohol,
,grandma's,fruit & vegetable snacks,snacks,
,hello bello,household supplies,household supplies,
,99 blue raspberries,spirits,alcohol,
,muir wood,wine,alcohol,
,topcare,hair removal,health & wellness,
,surly,beer,alcohol,
,budweiser,spirits,alcohol,
,rams point,spirits,alcohol,
,ultra joy,bath & body,health & wellness,
,pillsbury,eggs,dairy,
,nature valley,nut butters & jam,pantry,Nature Valley™ Protein Granola
,i can't believe it's not butter!,butter & margarine,dairy,
,lays,dips & salsa,snacks,
,jolly rancher,candy,snacks,
,goose island,beer,alcohol,
,erdinger,beer,alcohol,
,corn pops,"cereal, granola, & toaster pastries",pantry,
,seagrams spiked,malt beverages,alcohol,
,swankie hankies,household supplies,household supplies,
,verada,wine,alcohol,
,brillo basics,bath & body,health & wellness,
,pabst blue ribbon,malt beverages,alcohol,
,black apple,fruit juices,beverages,
,alani nu,carbonated soft drinks,beverages,
,bagel bites,frozen breads & doughs,frozen,
,celsius,medicines & treatments,health & wellness,
,private label,bath & body,health & wellness,
,bakery fresh goodness,prepared meals,deli & bakery,
,cesar,cooking & baking,pantry,"CESAR® Wet Dog Food, spend $20"
,cesar,cooking & baking,pantry,CESAR® Wet Dog Food Singles
,gold medal flour,cooking & baking,pantry,
,scott brand,household supplies,household supplies,
,fresh step,medicines & treatments,health & wellness,Fresh Step® Outstretch® Cat Litter
,kroger,chips,snacks,
,aveeno,oral care,health & wellness,
,bigs,nuts & seeds,snacks,
,blakes hard cider co,hard ciders,alcohol,
,marie callender's,frozen meals,frozen,
,almond joy,candy,snacks,
,bob evans® dinner sides,dairy,dairy,
,franzia box,wine,alcohol,
,coors banquet,beer,alcohol,
,kodiak cakes,frozen breakfast,frozen,
,rachael ray nutrish,frozen chicken,frozen meat,
,classico,red pasta sauce,pasta sauce,
,cape cod,chips,snacks,
,deep eddy,spirits,alcohol,
,kashi,"cereal, granola, & toaster pastries",pantry,
,prego,alfredo & white pasta sauce,pasta sauce,
,jack daniels country cocktails,malt beverages,alcohol,
,bird dog,spirits,alcohol,
,rao's,sauces & marinades,pantry,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10"
,rao's,sauces & marinades,pantry,Rao's® Frozen Pizza
,rao's,sauces & marinades,pantry,"Rao's®, Pasta OR Sauce, spend $10"
,wellsley farms,spirits,alcohol,
,n a,bath & body,health & wellness,
,simply 35,wine,alcohol,
,the dreaming tree,wine,alcohol,
,minute maid light,fruit juices,beverages,
walmart,bai,water,beverages,"Bai® Antioxidant, 6 pack, buy 2 at Walmart"
walmart,bai,water,beverages,"Bai® Antioxidant, 6 pack, at Walmart"
,joy ultra,bath & body,health & wellness,
,cadbury,candy,snacks,
,devils backbone brewing company,beer,alcohol,
,private label,deodorant & antiperspirant,health & wellness,
,diet ocean spray,fruit juices,beverages,
,cheez-it,crackers,snacks,
,vaseline,bath & body,health & wellness,
,olay,skin care,health & wellness,
,bibigo,cooking & baking,pantry,
,bimbo,bread,pantry,"Bimbo® sweet baked goods, buy 2"
,luxe perfumery,body fragrances,beauty,
mcalisters deli,mcalisters deli,cooking & baking,pantry,"Sign up for McAlister's Deli Rewards, tap for details"
,la delizia,wine,alcohol,
,oral-b,oral care,health & wellness,
,rihanna,deodorant & antiperspirant,health & wellness,
,equaline,hair removal,health & wellness,
,softsoap,bath & body,health & wellness,
,virgil's,carbonated soft drinks,beverages,
,fuze,fruit juices,beverages,
,pampers,wine,alcohol,
,deleon,spirits,alcohol,
,brooklyn,beer,alcohol,
,sweetarts,candy,snacks,
,fruit roll ups,fruit & vegetable snacks,snacks,
,onyx professional,bath & body,health & wellness,
,salvadors,spirits,alcohol,
,smuckers uncrustables,prepared meals,deli & bakery,
,magnum ice cream,frozen desserts,frozen,"Magnum Non-Dairy Hazelnut Crunch Ice Cream Bars, 3 count"
,totino's,frozen meals,frozen,
caseys general store,caseys general store,household supplies,household supplies,Order from Casey's app or Caseys.com
caseys general store,caseys general store,household supplies,household supplies,Spend $25 at Casey's
caseys general store,caseys general store,household supplies,household supplies,Spend $5 in-store at Casey's
caseys general store,caseys general store,household supplies,household supplies,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,household supplies,household supplies,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,household supplies,household supplies,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,household supplies,household supplies,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,household supplies,household supplies,Whole Pizza at Casey's
caseys general store,caseys general store,household supplies,household supplies,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,household supplies,household supplies,Whole Pizza Pie at Casey's
caseys general store,caseys general store,household supplies,household supplies,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,household supplies,household supplies,Spend $10 in-store at Casey's
caseys general store,caseys general store,household supplies,household supplies,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,household supplies,household supplies,Whole pizza at Casey's
caseys general store,caseys general store,household supplies,household supplies,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,household supplies,household supplies,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,household supplies,household supplies,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,household supplies,household supplies,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,household supplies,household supplies,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,household supplies,household supplies,Whole Pizza at Casey's 
caseys general store,caseys general store,household supplies,household supplies,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,household supplies,household supplies,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,household supplies,household supplies,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,household supplies,household supplies,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,household supplies,household supplies,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,household supplies,household supplies,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,viamora,wine,alcohol,
,fresca,carbonated soft drinks,beverages,
,highland,beer,alcohol,
,o,water,beverages,
,tabasco,cooking & baking,pantry,
,pillsbury,cooking & baking,pantry,
,olde english hg800,malt beverages,alcohol,
,finish,bath & body,health & wellness,
,st pierre,bread,pantry,
,modesa,bath & body,health & wellness,
,absolut,spirits,alcohol,
,modesa,hair removal,health & wellness,
,mission,cooking & baking,pantry,
,pasta roni,cooking & baking,pantry,
,gain,cooking & baking,pantry,
walmart,snuggle,household supplies,household supplies,"Snuggle® Liquid Fabric Softener, at Walmart"
,applegate,packaged meat,pantry,
,b just the basics,bath & body,health & wellness,
,miller high life,beer,alcohol,
,vodka squeeze,spirits,alcohol,
,duke's,packaged meat,pantry,
,private selection,cheese,dairy,
,passoa,spirits,alcohol,
,new holland spirits,spirits,alcohol,
,clase azul,spirits,alcohol,
target,colgate toothbrushes,oral care,health & wellness,"Colgate® Toothpaste AND Colgate® Toothbrush, select varieties at Walmart or Target"
,romana,spirits,alcohol,
,land o' lakes,nut butters & jam,pantry,
,butterknife,wine,alcohol,
,kodiak cakes,"cereal, granola, & toaster pastries",pantry,
,coca-cola cherry zero,carbonated soft drinks,beverages,
,original sin,fruit juices,beverages,
mcalisters deli,mcalisters deli,packaged meals & sides,pantry,"Sign up for McAlister's Deli Rewards, tap for details"
,fanta,carbonated soft drinks,beverages,
,pull-ups,potty training,baby & toddler,
walmart,country crock plant butter,nut butters & jam,pantry,Country Crock® Plant Based Butter at Walmart
walmart,country crock plant butter,nut butters & jam,pantry,Country Crock® Plant Based Cream at Walmart
,flying embers hard seltzer sweet & heat vari,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,tombstone,frozen pizza & pizza snacks,frozen,
target,loreal paris cosmetics,makeup,beauty,"L'Oréal Paris Makeup, spend $35 at Target"
target,loreal paris cosmetics,makeup,beauty,"L'Oréal Paris Makeup, spend $30 at Target"
target,loreal paris cosmetics,makeup,beauty,L'Oreal Paris True Match Foundation at Target
target,loreal paris cosmetics,makeup,beauty,L'Oréal Paris True Match Foundation at Target
,crush,carbonated soft drinks,beverages,
,presidente,beer,alcohol,
,sweet bitch,wine,alcohol,
,calypso,fruit juices,beverages,
,super soft,household supplies,household supplies,
,magnum,frozen desserts,frozen,
,suave,bath & body,health & wellness,
,häagen-dazs,frozen desserts,frozen,
dillons food store,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Dillons Food Store"
ralphs,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Ralphs"
ruler foods,butterball,nut butters & jam,pantry,"Butterball, select varieties, Spend $10 at Ruler Foods"
king soopers,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at King Soopers"
fred meyer,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Fred Meyer"
kroger,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Kroger"
smiths,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Smith's"
food4less,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Food 4 Less"
frys food store,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Fry's Food Store"
qfc,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at QFC"
marianos,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Mariano's"
pick n save,butterball,nut butters & jam,pantry,"Butterball, select varieties, spend $10 at Pick 'n Save OR Metro Market"
,simply,puffed snacks,snacks,
,hankeez,household supplies,household supplies,
,advil,medicines & treatments,health & wellness,
,taco bell,cooking & baking,pantry,
,trix,"cereal, granola, & toaster pastries",pantry,
,gemma di luna,wine,alcohol,
,victory,beer,alcohol,
,mcafees benchmark,spirits,alcohol,
,reese's,candy,snacks,
,iams,cooking & baking,pantry,
,frigo,cheese,dairy,
,downeast cider house,fruit juices,beverages,
,sabritas,crackers,snacks,
,lazy magnolia,beer,alcohol,
,healthy choice,frozen meals,frozen,
,vaseline,skin care,health & wellness,
,apothic,wine,alcohol,
,skinny freezer,spirits,alcohol,
,almond joy,candy,snacks,
,capri,wine,alcohol,
,arrowhead,water,beverages,
,mars,candy,snacks,
,nostalgia perfumery,body fragrances,beauty,
,cantina especial,spirits,alcohol,
,corona premier,beer,alcohol,
,ensure,meal replacement beverages,beverages,
,welch's fruit snacks,fruit & vegetable snacks,snacks,
,simply spiked,malt beverages,alcohol,Simply Spiked™ Lemonade 12 pack+
,simply spiked,malt beverages,alcohol,"Simply Spiked™ Signature Peach 12-pack or larger, buy 2"
,simply spiked,malt beverages,alcohol,Simply Spiked™ 12 pack+
,simply spiked,malt beverages,alcohol,Simply Spiked™ Signature Peach 12 pack+
,poise,adult incontinence,health & wellness,
,altstadt,beer,alcohol,
,counter culture coffee,coffee,beverages,
,dish works oxy,bath & body,health & wellness,
mcalisters deli,mcalisters deli,pickled goods,pantry,"Sign up for McAlister's Deli Rewards, tap for details"
,uncle ben's,rice & grains,pantry,
,nature valley,cookies,snacks,Nature Valley™ Protein Granola
,jr watkins,bath & body,health & wellness,
,jumex,fruit juices,beverages,
,jolly rancher,candy,snacks,
,light + fit,yogurt,dairy,
,svedka,spirits,alcohol,
,one a day,medicines & treatments,health & wellness,
,disaronno,spirits,alcohol,
,pay day,candy,snacks,
,hoegaarden,beer,alcohol,
,happy egg,eggs,dairy,
,my beauty spot,bath & body,health & wellness,
,panama jack,deodorant & antiperspirant,health & wellness,
,benadryl,medicines & treatments,health & wellness,
,dos equis,beer,alcohol,
,groovi beauty,deodorant & antiperspirant,health & wellness,
,cadbury,candy,snacks,
,nature's own,bread,pantry,
,otto,frozen pizza & pizza snacks,frozen,
,portland cider co,fruit juices,beverages,
,shock top,beer,alcohol,
,ragu,alfredo & white pasta sauce,pasta sauce,
,altoids,candy,snacks,
,pinxor,bath & body,health & wellness,
,holler and glow,bath & body,health & wellness,
,frankly,spirits,alcohol,
,schilling company,fruit juices,beverages,
,prairie,spirits,alcohol,
,sugarlands shine,spirits,alcohol,
,southern tier variety pack,beer,alcohol,
,bubly,carbonated soft drinks,beverages,
,starr hill,beer,alcohol,
,pro value,household supplies,household supplies,
,dole foods,fruit & vegetable snacks,snacks,
,paulaner,beer,alcohol,
,duncan hines,cooking & baking,pantry,
,entenmann's sweet baked goods,bakery,deli & bakery,
,kodiak cakes,cooking & baking,pantry,
,monster,sports drinks,sports drinks & enhanced waters,
,brillo,bath & body,health & wellness,
,cascadian farm,"cereal, granola, & toaster pastries",pantry,
,yes way rose,wine,alcohol,
,the club,spirits,alcohol,
,casa santorsola,wine,alcohol,
,chips ahoy!,cookies,snacks,
,bakery fresh goodness,bakery,deli & bakery,
,sqrrl,spirits,alcohol,
,bush's,soup & broth,pantry,
,shandy carib,beer,alcohol,
,health ade,tea,beverages,
,mosaic,bath & body,health & wellness,
,tieton cider works,fruit juices,beverages,
,gillette,hair removal,health & wellness,
,hectare,wine,alcohol,
,peter pan,sauces & marinades,pantry,
,panamajack,deodorant & antiperspirant,health & wellness,
,sol,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
walmart,sara lee artesano,bread,pantry,"Artesano® buns, buy 2 at Walmart®"
,winemakers,wine,alcohol,
,activia,yogurt,dairy,
,house wine,wine,alcohol,
,yoplait gogurt,yogurt,dairy,
,milk duds,candy,snacks,
,tuli,wine,alcohol,
,lucky duck,wine,alcohol,
,great value bleach effects,bath & body,health & wellness,
,axe,oral care,health & wellness,
,eternal,water,beverages,
,tropical,wine,alcohol,
,malt o meal,"cereal, granola, & toaster pastries",pantry,
,vita divine,spirits,alcohol,
,deer park,water,beverages,
,drakes organic spiked ice,spirits,alcohol,
,la banderita,bread,pantry,
,bigelow,tea,beverages,
,goodfellow and co,hair removal,health & wellness,
,long trail,beer,alcohol,
,black box,wine,alcohol,
,truly,spirits,alcohol,
,kronenbourg 1664,beer,alcohol,
,bob evans,cheese,dairy,
,seagrams gin,spirits,alcohol,
,blakes hard cider co,fruit juices,beverages,
,crook and marker spiked tea variety pack,malt beverages,alcohol,
,fresh step,bakery,deli & bakery,Fresh Step® Outstretch® Cat Litter
,naturesweet,cooking & baking,pantry,
,bev,wine,alcohol,
,tecate,beer,alcohol,
,alfaros bread,bread,pantry,
,baken ets,chips,snacks,
,chateau bellevue,wine,alcohol,
,kelloggs,nut butters & jam,pantry,
,klean,wine,alcohol,
,honest,fruit juices,beverages,
,ghost energy,sports drinks,sports drinks & enhanced waters,
,pibb xtra,carbonated soft drinks,beverages,
,chum churum,spirits,alcohol,
,mrs butterworths,nut butters & jam,pantry,
,m&m candy,frozen desserts,frozen,
,chex mix,crackers,snacks,
,pop secret,puffed snacks,snacks,
,tums,medicines & treatments,health & wellness,
,q-tips,first aid,health & wellness,
,left hand brewing company,beer,alcohol,
martins foods,breyers,frozen breads & doughs,frozen,"Breyers Reese's Ice Cream, select varieties, at GIANT OR MARTIN’S"
,two roads,beer,alcohol,
,arnold,bakery,deli & bakery,
,ice breakers,candy,snacks,
,ciderboys,fruit juices,beverages,
mcalisters deli,mcalisters deli,soup & broth,pantry,"Sign up for McAlister's Deli Rewards, tap for details"
,canadian mist,spirits,alcohol,
,white claw hard seltzer,malt beverages,alcohol,
,rainier,beer,alcohol,
,weihenstephan,beer,alcohol,
,pantene,hair care,health & wellness,
,mac and jacks,beer,alcohol,
,two good,yogurt,dairy,
,sun ice,malt beverages,alcohol,
target,dove,hair care,health & wellness,"Dove Hand Wash, select varieties, buy 2 at Target"
target,dove,hair care,health & wellness,"Dove Hand Wash, select varieties at Target"
,goodbaths,deodorant & antiperspirant,health & wellness,
,mamamango,wine,alcohol,
,rold gold,pretzels,snacks,
,amys,frozen meals,frozen,
,mrs bairds,bread,pantry,
